id,title,decision,is_english,is_matching,audit_reason
https://openalex.org/W3010802132,METHOD OF ASSESSMENT OF THE EFFICIENCY OF THE COMMUNICATION OF OPERATIONAL TROOP GROUPING SYSTEM,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding a method for assessing the efficiency of communication systems for operational troop groupings."
https://openalex.org/W3088886903,A HYBRID LBWA - IR-MAIRCA MULTI-CRITERIA DECISION-MAKING MODEL FOR DETERMINATION OF CONSTRUCTIVE ELEMENTS OF WEAPONS,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, as the abstract directly elaborates on the hybrid model mentioned in the title for determining weapon construction elements."
https://openalex.org/W4379470041,Integral Approach to Vulnerability Assessment of Ship’s Critical Equipment and Systems,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding an integral approach to assessing ship vulnerability and cybersecurity."
https://openalex.org/W3152944550,Assessment of Potential Negative Impact of the System of Factors on the Ship's Operational Condition During Transportation of Oversized and Heavy Cargoes,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the assessment of negative impacts on ships during the transportation of oversized and heavy cargoes."
https://openalex.org/W4235127277,洋板块地质与川藏铁路工程地质关键区带,REJECTED,False,True,"The text is in Chinese, not English. The abstract semantically matches the title by discussing the geological context of the Sichuan-Tibet Railway related to oceanic plate tectonics."
https://openalex.org/W4353079923,Justification of the Empirical Expression for Assessing the Noise Immunity of Quadrature Modulation Signals,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, discussing the empirical expression for assessing noise immunity in quadrature modulation signals."
https://openalex.org/W3209432496,CALCULATING THE RANGE OF AN ELECTRIC AIRCRAFT,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by describing the development and application of a method to calculate the flight range of electric aircraft."
https://openalex.org/W4416760843,生成式人工智能在法学学科教育中的应用及风险防范,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the application and risks of generative AI in legal education."
https://openalex.org/W4415384708,椎动脉型颈椎病的研究进展,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the research progress and clinical characteristics of vertebral artery-type cervical spondylosis."
https://openalex.org/W4391062521,Application of the new hybrid model LMAW-G-EDAS multi-criteria decision-making when choosing an assault rifle for the needs of the army,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the LMAW-G-EDAS model for selecting assault rifles."
https://openalex.org/W4245788247,兴蒙造山带的基底属性与构造演化过程,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the basement attributes and tectonic evolution of the Xing-Mong orogenic belt."
https://openalex.org/W4240586156,基于随机森林的滑坡空间易发性评价：以三峡库区湖北段为例,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it details a study on landslide susceptibility evaluation using the Random Forest algorithm in the Three Gorges Reservoir area, consistent with the title."
https://openalex.org/W4245529664,雄安新区地热水化学特征及其指示意义,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it details the geochemical characteristics and implications of geothermal water in the Xiong'an New Area."
https://openalex.org/W4385233968,The scientific process of two interferometers (optical) development and the mitigation of external influence,APPROVED,True,True,"The text is written in English, and the abstract semantically aligns with the title by discussing the development of two interferometers and the mitigation of external influences."
https://openalex.org/W4247051542,南海北部天然气水合物富集特征及定量评价,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the enrichment characteristics and quantitative evaluation of natural gas hydrates in the northern South China Sea."
https://openalex.org/W4232105644,增生型造山带结构解析与时空制约,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the structure and spatiotemporal constraints of accretionary orogenic belts."
https://openalex.org/W4236650201,南海大陆边缘动力学：从陆缘破裂到海底扩张,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the dynamics of the South China Sea continental margin, from continental rifting to seafloor spreading."
https://openalex.org/W2777539916,Analysis of modern condition of military radiocommunication system,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by analyzing military radiocommunication systems in the specified regions."
https://openalex.org/W4239512784,鄂西早三叠世南漳-远安动物群地层分布特征,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the stratigraphic distribution characteristics of the Nanzhang-Yuan'an fauna in the Early Triassic of Western Hubei."
https://openalex.org/W4205094197,Estimation of noise radiance point sources multichannel direction finding systems resolution by linear prediction method,APPROVED,True,True,"Both the title and abstract are written in English and semantically align, as the abstract directly elaborates on the resolution estimation of multichannel direction finding systems mentioned in the title."
https://openalex.org/W4231557527,三峡水库运行前后洞庭湖洲滩面积变化遥感认识,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it details the remote sensing study on the changes in Dongting Lake's shoal area before and after the Three Gorges Reservoir operation."
https://openalex.org/W4248385056,东营凹陷细粒混积岩发育环境及其岩相组合：以沙四上亚段泥页岩细粒沉积为例,REJECTED,False,True,"The text is written in Chinese, not English. The title and abstract are semantically consistent, discussing the depositional environment and lithofacies of fine-grained heterolithic rocks in the Dongying Sag."
https://openalex.org/W4360842155,MATHEMATICAL ASPECTS OF DETERMINING THE MOTION PARAMETERS OF A TARGET BY UAV,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the mathematical aspects of determining target motion parameters using UAVs as stated in the title."
https://openalex.org/W4233818919,旋转地震学的研究进展,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it details research progress in rotational seismology."
https://openalex.org/W4254920685,“同一健康”视角下医学地质学的创新发展,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the innovation of medical geology from the perspective of 'One Health'."
https://openalex.org/W4255456069,南岭构造带基础地质特征与成矿地质背景,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the geological characteristics and metallogenic background of the Nanling Orogenic Belt."
https://openalex.org/W4407034618,REGARDING THE FEATURES OF THE COMBAT APPLICATION OF FPV DRONES IN THE WAR BETWEEN RUSSIA AND UKRAINE,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding FPV drone features in the Russia-Ukraine conflict."
https://openalex.org/W4393524196,METHOD OF NUMERICAL MODELING OF DETERMINING THE INDICATOR OF MISSILE FIRING EFFICIENCY AT VARIOUS AIR TARGETS WHEN PRACTICING TARGETING FROM A BATTERY COMMAND POST,APPROVED,True,True,"The text is written in English, and the abstract accurately elaborates on the numerical modeling methodology for missile firing efficiency described in the title."
https://openalex.org/W4403267695,MAIN TRENDS IN THE USE OF UNMANNED AIRCRAFT IN THE RUSSIAN-UKRAINIAN WAR,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the use of UAVs in the Russian-Ukrainian war."
https://openalex.org/W4410386699,板块构造理论的诞生,REJECTED,False,True,"The title and abstract are in Chinese, not English. However, the abstract accurately summarizes the content described in the title regarding the birth and development of plate tectonic theory."
https://openalex.org/W3153145395,陆壳超深俯冲到斯石英稳定域地幔深度(~300 km)的新证据,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract directly elaborates on the scientific findings mentioned in the title regarding deep subduction of continental crust to the coesite stability field, indicating a strong semantic match."
https://openalex.org/W4400556690,Comparative analysis of aerosol camouflage means in army in the Armed Forces of Ukraine and armies of western partner countries,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding aerosol camouflage analysis in the Armed Forces of Ukraine compared to Western partners."
https://openalex.org/W4416760746,体验式教学法在大学英语教育教学中的应用,REJECTED,False,True,"The text is written in Chinese, not English, so is_english is false. However, the abstract directly discusses the application of experiential teaching methods in college English education, which semantically matches the title, so is_matching is true."
https://openalex.org/W4416761345,中华优秀传统文化融入高职英语教学中的问题与对策,REJECTED,False,True,"The text is written in Chinese, not English, so is_english is false. However, the abstract directly discusses the title's topic of integrating traditional Chinese culture into higher vocational English teaching, so is_matching is true."
https://openalex.org/W4400209736,Assessment of risks to the critical infrastructure of Ukraine in the conditions of russian military aggression,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the assessment of risks to Ukraine's critical infrastructure due to Russian military aggression."
https://openalex.org/W4415384070,中医治疗糖尿病周围神经病变的用药规律及临证经验的研究,REJECTED,False,True,"The text is written in Chinese, not English. The title and abstract are semantically consistent, both discussing the analysis of Traditional Chinese Medicine treatment patterns for diabetic peripheral neuropathy."
https://openalex.org/W4415384688,儿童肺炎支原体感染临床治疗探讨,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it details a clinical study on Mycoplasma pneumoniae infection in children."
https://openalex.org/W4416760506,浅析情境教学在高中数学教学中的应用,REJECTED,False,True,"The text is in Chinese, not English. The title and abstract are semantically consistent, discussing the application of situational teaching in high school mathematics."
https://openalex.org/W4416760811,教学改革在临床护理教学中的应用,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it discusses the application of teaching reform in clinical nursing education."
https://openalex.org/W4416760956,新时代高校劳动教育与创新创业教育协同育人的实践探索,REJECTED,False,True,"The text is in Chinese, not English. The abstract semantically matches the title by discussing the synergy between labor education and innovation/entrepreneurship education in universities."
https://openalex.org/W4416761141,混合式教学模式在高校英语教学中的应用策略探析,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the application strategies of blended learning in university English teaching."
https://openalex.org/W4416761246,三教改革背景下职业本科院校会计专业创新创业人才培养模式研究与实践,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically aligns with the title, discussing the research and practice of cultivating innovative and entrepreneurial accounting talent in vocational undergraduate colleges under the 'Three Teachings' reform context."
https://openalex.org/W4416761485,高校美育与中华优秀传统文化的融合发展研究,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title by discussing the integration of university aesthetic education and excellent traditional Chinese culture."
https://openalex.org/W4416762071,新媒体技术在大学英语教育中的应用探究,REJECTED,False,True,"The title and abstract are written in Chinese, failing the language check. However, the abstract semantically matches the title by discussing the application of new media technology in college English education."
https://openalex.org/W4416762499,小儿呼吸内科支气管肺炎的临床治疗观察,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it details a clinical study on bronchopneumonia treatment in pediatric respiratory medicine."
https://openalex.org/W4417412089,手术室优化护理对腹腔镜胃肠手术患者的影响,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it details a study on the impact of optimized operating room nursing on laparoscopic gastrointestinal surgery patients."
https://openalex.org/W7126152145,正念认知疗法（MBCT）对轻中度抑郁症患者抑郁症状改善效果的随机对照研究,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract accurately reflects the title by describing a randomized controlled study on the effects of Mindfulness-Based Cognitive Therapy (MBCT) for mild to moderate depression."
https://openalex.org/W7126441345,小儿推拿联合中药足浴辅助治疗急性上呼吸道感染的临床观察,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract accurately summarizes the title and describes the study on pediatric massage and herbal foot baths for acute upper respiratory infections."
https://openalex.org/W7144260348,基层医疗机构乳腺临床触诊联合超声筛查在乳腺癌早诊中的应用效果研究,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title, discussing the same study on breast cancer screening in primary care institutions."
https://openalex.org/W4391340136,The Image of the Enemy in Ukrainian Wartime Songs (2022–2023),APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the analysis of enemy imagery in Ukrainian wartime songs."
https://openalex.org/W4414601474,Analysis of the power of drones and limitations of the anti-drone solutions on the Russian-Ukrainian battlefield,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding drone usage and anti-drone limitations in the Russian-Ukrainian conflict."
https://openalex.org/W4415384195,集束化护理措施对重症患者肠内喂养不耐受应用的研究进展,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the application of bundled nursing measures for enteral feeding intolerance in critically ill patients."
https://openalex.org/W4415384393,大数据人工智能时代的智慧交通研究,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it discusses smart transportation in the era of big data and AI."
https://openalex.org/W4415384720,临床护理干预对提高急性严重胸部创伤患者救治成功率的影响研究,REJECTED,False,True,"The text is written in Chinese, not English. The title and abstract are semantically consistent, describing a study on clinical nursing interventions for acute severe chest trauma patients."
https://openalex.org/W4416760366,微课在初中数学教学中的有效运用,REJECTED,False,True,"The title and abstract are in Chinese, failing the English language check. However, the abstract semantically matches the title by discussing the effective application of micro-lessons in junior high school mathematics."
https://openalex.org/W4416760615,PBL教学法在临床护理实习生带教中的应用,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title as it details a study on the application of PBL teaching methods in clinical nursing internships."
https://openalex.org/W4416760751,人工智能在小学信息科技教学中的实践应用,REJECTED,False,True,"The text is in Chinese, not English. The abstract semantically matches the title by discussing the practical application of AI in primary school information technology education."
https://openalex.org/W4416760940,基于新课程标准下英语学习活动观的初中英语听说教学实践研究,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses the research on junior high school English listening and speaking teaching practices based on the new curriculum standards."
https://openalex.org/W4416761018,大学体育课程创新与实践教学模式探索,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title by discussing the exploration of innovative teaching models in university physical education courses."
https://openalex.org/W4416761074,基于课程标准的有效教学的研究,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title as it discusses effective teaching based on curriculum standards in high school education."
https://openalex.org/W4416761214,新工科背景下Python程序设计课程教学模式探索与实践,REJECTED,False,True,"The text is written in Chinese, not English. However, the abstract semantically matches the title by discussing the exploration and practice of Python programming course teaching models under the new engineering background."
https://openalex.org/W4416761455,国际职业资格证书在职业教育国际化中的作用与影响,REJECTED,False,True,"The text is in Chinese, not English, but the abstract semantically matches the title."
https://openalex.org/W4416761890,三段式分层教学法在中医康复科临床教学中的应用价值分析,REJECTED,False,True,"The title and abstract are written in Chinese, failing the English language requirement. However, the abstract semantically matches the title by discussing the application and value of the three-stage hierarchical teaching method in TCM rehabilitation."
